,name_brewery,name_location,social_twitterUrl,social_facebookUrl,social_instagramUrl,social_untappdId,lat,lng,street,city,state,country,tag_dogFriendly,tag_familyFriendly,tag_foodService,tag_foodTrucks,tag_growlerFills,tag_over21
76,Mason Ale Works,Sidecar Bar,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,32.7719297,-117.202362, 1310 Morena Blvd,San Diego,California,US,False,False,False,False,False,False
77,Mason Ale Works,Craft Kitchen La Mesa,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,32.756153,-117.0140988,4253 Palm Ave,La Mesa,California,US,False,False,False,False,False,False
78,Mason Ale Works,Coin Op North Park,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,32.74903270000001,-117.1303769,3926 30th St,San Diego,California,US,False,False,False,False,False,False
79,Mason Ale Works,Bayside Landing,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,32.788437,-117.237592,3780 Ingraham St,San Diego,California,US,False,False,False,False,False,False
80,Mason Ale Works,The Dog - PB,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,32.7979549,-117.2479462,4479 Everts St,San Diego,California,US,False,False,False,False,False,False
81,Mason Ale Works,The Regal Seagull,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,33.0660361,-117.303041,996 N Coast Highway 101,San Diego,California,US,False,False,False,False,False,False
82,Mason Ale Works,Regents Pizza,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,32.8732268,-117.2174992,4150 Regents Park Row #100,San Diego,California,US,False,False,False,False,False,False
83,Mason Ale Works,Burger Bench,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,33.1226102,-117.0792423,237 E Grand Ave,Escondido,California,US,False,False,False,False,False,False
84,Mason Ale Works,Burger Bench,https://twitter.com/masonaleworks,https://www.facebook.com/MasonAleWorks,https://www.instagram.com/masonaleworks/,246213,33.1226102,-117.0792423,237 E Grand Ave,Escondido,California,US,False,False,False,False,False,False
85,Breakwater Brewing Company,Breakwater Brewing Company,https://twitter.com/Breakwaterbrew,https://www.facebook.com/pages/Breakwater-Brewing-Company/92183371892,http://instagram.com/Breakwaterbrew,2269,33.1950386,-117.3793846,101 N. Coast Highway,Oceanside,California,US,False,True,True,False,True,False
86,Pure Project,Pure Project Balboa Park,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.7352389,-117.1600545,2865 Fifth Avenue,San Diego,California,US,True,True,False,False,True,False
87,Pure Project,Ocean Beach Pier,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.7462026,-117.2542204,1900 Ocean Front St,San Diego,California,US,False,False,False,False,False,False
88,Pure Project,Cowles Mountain Trailhead,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.8299511,-117.0177197,8282 Mesa Rd,Santee,California,US,False,False,False,False,False,False
89,Pure Project,Pure Project Miramar Brewery & Tap Room,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.8866311,-117.1571274,9030 Kenamar Dr #308,San Diego,California,US,False,False,False,False,False,False
90,Pure Project,Home Brewing Co,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.7551076,-117.1312568,2903 El Cajon Blvd,San Diego,California,US,False,False,False,False,False,False
91,Pure Project,Mission Trails Regional Park Tierrasanta Entrance,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.825272,-117.0779703,11499 Clairemont Mesa Blvd,San Diego,California,US,False,False,False,False,False,False
92,Pure Project,Mesa Rim Climbing Center (Mission Valley),https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.7596759,-117.161309,405 Camino del Rio S,San Diego,California,US,False,False,False,False,False,False
93,Pure Project,Grotto Climbing,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.7802694,-117.0980249,4460 Alvarado Canyon Rd,San Diego,California,US,False,False,False,False,False,False
94,Pure Project,Santee Boulders,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.8467,-117.021358,8750 Mast Blvd,Santee,California,US,False,False,False,False,False,False
95,Pure Project,Balboa Park,https://twitter.com/purebrewing,https://www.facebook.com/purebrewing,https://www.instagram.com/purebrewing/,248508,32.7356406,-117.1585594,2906 Balboa Drive,San Diego,California,US,False,False,False,False,False,False
96,Arrogant Consortia,Arrogant Consortia,https://twitter.com/ArrogantBastard,https://www.facebook.com/ArrogantConsortia,https://www.instagram.com/ArrogantBastard/,234399,33.1158112,-117.1200116,1999 Citracado Pkwy,Escondido,California,US,False,False,False,False,True,False
97,Fourpenny House,Fourpenny House,https://twitter.com/FourpennyHouse,https://www.facebook.com/fourpennyhouse/,https://www.instagram.com/fourpennyhouse/,319636,32.7651681,-117.018468,8323 La Mesa Blvd.,La Mesa,California,US,False,True,True,False,True,False
98,Pacific Islander Beer Co,Pacific Islander Brewing,https://twitter.com/pibbeer/,https://www.facebook.com/pibbeer/,https://www.instagram.com/pibbeer/,112185,32.8328794,-116.9889504,8665 Argent Street,Santee,California,US,True,True,False,True,True,False
99,Pacific Islander Beer Co,Pacific Islander Beer Co,https://twitter.com/pibbeer/,https://www.facebook.com/pibbeer/,https://www.instagram.com/pibbeer/,112185,32.8328875,-116.9889673,8665 Argent st,Santee,California,US,True,True,False,True,True,False
100,Pacific Islander Beer Co,Pacific Islander Beer Co,https://twitter.com/pibbeer/,https://www.facebook.com/pibbeer/,https://www.instagram.com/pibbeer/,112185,32.8328875,-116.9889673,8665 Argent St,Santee,California,US,True,True,False,True,True,False
101,Pacific Islander Beer Co,Pacific Islander Beer co,https://twitter.com/pibbeer/,https://www.facebook.com/pibbeer/,https://www.instagram.com/pibbeer/,112185,32.8328794,-116.9889504,8665 Argent Street,Santee,California,US,True,True,False,True,True,False
102,Plan 9 Alehouse,Plan 9 Alehouse,https://twitter.com/plan9alehouse,https://www.facebook.com/plan9alehouse,http://instagram.com/plan9alehouse/,12035,33.1219384,-117.0801782,155 East Grand Avenue,Escondido,California,US,True,True,True,False,True,False
103,BNS Brewing & Distilling Co.,BNS Brewing & Distilling Co. tasting room,,https://www.facebook.com/BNSBrewingDistillingCo,http://instagram.com/bnsbrewinganddistilling,66854,32.846657,-116.958345,10960 Wheatlands Avenue #101,Santee,California,US,True,True,False,True,True,False
104,Coronado Brewing Company,Coronado Brewing Company Imperial Beach,https://twitter.com/CoronadoBrewing,https://www.facebook.com/coronadobrewingcompany,https://www.instagram.com/coronadobrewing,404,32.5805325,-117.1313945,875 Seacoast Dr,Imperial Beach,California,US,True,True,True,False,True,False
105,Coronado Brewing Company,Coronado Brewing Company Tasting Room & Kitchen,https://twitter.com/CoronadoBrewing,https://www.facebook.com/coronadobrewingcompany,https://www.instagram.com/coronadobrewing,404,32.7718721,-117.2045788,1205 Knoxville St,San Diego,California,US,True,True,True,False,True,False
106,Coronado Brewing Company,Coronado Brewing Company Pub,https://twitter.com/CoronadoBrewing,https://www.facebook.com/coronadobrewingcompany,https://www.instagram.com/coronadobrewing,404,32.6977694,-117.1732329,170 Orange Avenue,Coronado,California,US,False,True,True,False,True,False
107,Protector Brewery,Protector Brewery,https://twitter.com/ProtectorBrew,https://www.facebook.com/ProtectorBrewery,https://www.instagram.com/protectorbrewery/,343392,32.8965196,-117.1375005,"8680 Miralani Drive, Suite # 128",San Diego,California,US,True,True,False,False,True,False
108,Backstreet Brewery,Backstreet Brewery,https://twitter.com/BackStreetBrew,https://www.facebook.com/BackstreetBreweryInc,,2223,33.2000345,-117.2447324,15 Main St.,Vista,California,US,False,True,True,False,True,False
109,Rincon Reservation Road Brewery,Rincon Reservation Road Brewery,,https://www.facebook.com/3RBrewery/,https://www.instagram.com/3rbrewery/,446679,33.265793,-116.9549353,777 Harrah’s Rincon Way,Valley Center,California,US,False,False,False,False,False,False
110,Bottlecraft,Bottlecraft — Solana Beach,https://twitter.com/bottlecraft,https://www.facebook.com/Bottlecraft,https://www.instagram.com/bottlecraft/,,32.98617292431083,-117.27107811600798,437 S Hwy 101,Solana Beach,California,US,True,False,True,False,False,True
111,Bottlecraft,Bottlecraft — North Park,https://twitter.com/bottlecraft,https://www.facebook.com/Bottlecraft,https://www.instagram.com/bottlecraft/,,32.7482297,-117.1298157,3007 University Ave,San Diego,California,US,True,True,True,False,False,False
112,Bottlecraft,Bottlecraft — Liberty Station,https://twitter.com/bottlecraft,https://www.facebook.com/Bottlecraft,https://www.instagram.com/bottlecraft/,,32.7401595,-117.2111954,2820 Historic Decatur,San Diego,California,US,False,True,True,False,False,False
113,Bottlecraft,Bottlecraft — Little Italy,https://twitter.com/bottlecraft,https://www.facebook.com/Bottlecraft,https://www.instagram.com/bottlecraft/,,32.7280488,-117.1704128,2252 India Street,San Diego,California,US,True,False,False,False,False,True
114,Bottlecraft,Bottlecraft — Sorrento Valley,https://twitter.com/bottlecraft,https://www.facebook.com/Bottlecraft,https://www.instagram.com/bottlecraft/,,32.9050222,-117.2288916,11055 Roselle Street,San Diego,California,US,True,False,False,False,False,True
115,Prohibition Brewing Co.,Prohibition Brewing Co.,https://twitter.com/prohibitionbc,https://www.facebook.com/ProhibitionBrewing,http://instagram.com/ProhibitionBrewing,16965,33.2304468,-117.2265948,2004 East Vista Way,Vista,California,US,True,True,True,False,True,False
116,Prohibition Brewing Co.,Prohibition Station,https://twitter.com/prohibitionbc,https://www.facebook.com/ProhibitionBrewing,http://instagram.com/ProhibitionBrewing,16965,33.3827003,-117.2515165,136 N. Main Ave.,Fallbrook,California,US,True,True,False,False,True,False
117,White Labs Brewing Co.,White Labs Brewing Co.,https://twitter.com/whitelabs,https://www.facebook.com/whitelabs,https://www.instagram.com/whitelabstastingroom/,26814,32.8957219,-117.1213738,9495 Candida Street,San Diego,California,US,True,True,False,True,True,False
118,White Labs Brewing Co.,Port Pavilion on Broadway Pier,https://twitter.com/whitelabs,https://www.facebook.com/whitelabs,https://www.instagram.com/whitelabstastingroom/,26814,32.7156489,-117.1755992,1000 N. Harbor Drive,San Diego,California,US,False,False,False,False,False,False
119,White Labs Brewing Co.,The Lodge at Torrey Pines,https://twitter.com/whitelabs,https://www.facebook.com/whitelabs,https://www.instagram.com/whitelabstastingroom/,26814,32.9041197,-117.2446315,11480 N. Torrey Pines Road ,La Jolla,California,US,False,False,False,False,False,False
120,White Labs Brewing Co.,White Labs Inc.,https://twitter.com/whitelabs,https://www.facebook.com/whitelabs,https://www.instagram.com/whitelabstastingroom/,26814,32.8957219,-117.1213738,9495 Candida St,San Diego,California,US,False,False,False,False,False,False
121,Abnormal Beer Co.,Abnormal Beer Co. / The Cork and Craft,https://twitter.com/AbnormalBeerCo,https://www.facebook.com/AbnormalBeerCo,http://instagram.com/AbnormalBeerCo,194089,33.0236601,-117.0858749,"16990 Via Tazon, Suite 123",San Diego,California,US,False,True,True,False,False,False
122,Abnormal Beer Co.,Bottlecraft Sorrento Valley,https://twitter.com/AbnormalBeerCo,https://www.facebook.com/AbnormalBeerCo,http://instagram.com/AbnormalBeerCo,194089,32.9050222,-117.2288916,11055 Roselle St #1204,"San Diego, CA",California,US,False,False,False,False,False,False
123,Culver Beer Co.,Culver Beer / Locally Toasted (Deli),https://twitter.com/CulverBeer,https://www.facebook.com/Culverbeerco,https://www.instagram.com/culverbeer/,252717,33.1326935,-117.2585179,2719 West Loker Avenue,Carlsbad,California,US,True,True,True,False,True,False
124,Guadalupe Brewery,Guadalupe Brewery (Working Brewery Only),https://twitter.com/guadalupecbad,https://www.facebook.com/guadalupebrewery,https://www.instagram.com/guadalupebrewery/,198291,33.1386784,-117.2736279,"5674 El Camino Real, Ste D",Carlsbad,California,US,False,False,False,False,False,False
125,Guadalupe Brewery,Guadalupe Brewery Tap House,https://twitter.com/guadalupecbad,https://www.facebook.com/guadalupebrewery,https://www.instagram.com/guadalupebrewery/,198291,33.1956389,-117.2380555,631 S. Santa Fe Ave,Vista,California,US,True,True,False,False,True,False
126,Bitter Brothers Brewing Co.,Bitter Brothers Tasting Room,https://twitter.com/bitter_brothers,https://www.facebook.com/BitterBrothersBrewingCo/,https://www.instagram.com/bitterbrothersbrewingco/,160331,32.815648,-117.220138,4170 Morena Blvd,San Diego,California,US,True,True,False,False,True,False
127,Culture Brewing Co.,Culture Brewing Co - Ocean Beach,https://twitter.com/CultureBrewCo,https://www.facebook.com/CultureBrewingCo,http://instagram.com/CultureBrewingCo,56269,32.744998,-117.248574,4845 Newport Ave,San Diego,California,US,True,True,False,False,True,False
128,Culture Brewing Co.,Culture Brewing Co - Solana Beach,https://twitter.com/CultureBrewCo,https://www.facebook.com/CultureBrewingCo,http://instagram.com/CultureBrewingCo,56269,32.9915796,-117.2707116,111 South Cedros Avenue Suite 200,Solana Beach,California,US,True,True,False,True,True,False
129,Culture Brewing Co.,Culture Brewing Co - Encinitas,https://twitter.com/CultureBrewCo,https://www.facebook.com/CultureBrewingCo,http://instagram.com/CultureBrewingCo,56269,33.0442896,-117.2934094,629 South Coast Highway 101,Encinitas,California,US,False,False,False,False,False,False
130,Culture Brewing Co.,Culture Brewing Co - Solana Beach,https://twitter.com/CultureBrewCo,https://www.facebook.com/CultureBrewingCo,http://instagram.com/CultureBrewingCo,56269,32.9915796,-117.2707116,111 S Cedros Ave ,Solana Beach,California,US,False,False,False,False,False,False
131,Culture Brewing Co.,Culture Brewing Co - Encinitas,https://twitter.com/CultureBrewCo,https://www.facebook.com/CultureBrewingCo,http://instagram.com/CultureBrewingCo,56269,33.0442922,-117.2933519,629 South Coast Highway 101,Encinitas,California,US,True,True,False,False,True,False
132,Culture Brewing Co.,Culture Brewing Co - Ocean Beach,https://twitter.com/CultureBrewCo,https://www.facebook.com/CultureBrewingCo,http://instagram.com/CultureBrewingCo,56269,32.744998,-117.248574,4845 Newport Ave,San Diego,California,US,True,True,False,False,True,False
133,Kilowatt Brewing,Kilowatt Brewing Kearny Mesa,https://twitter.com/kilowattbeer,https://www.facebook.com/kilowattbeer,https://www.instagram.com/kilowattbeer/,186848,32.8331085,-117.1563692,7576 Clairemont Mesa Blvd.,San Diego,California,US,True,True,False,False,True,False
134,Kilowatt Brewing,Kilowatt Brewing Ocean Beach,https://twitter.com/kilowattbeer,https://www.facebook.com/kilowattbeer,https://www.instagram.com/kilowattbeer/,186848,32.7453646,-117.2494467,1875 Cable Street,San Diego,California,US,True,True,False,False,True,False
135,Kilowatt Brewing,Kilowatt Brewing Oceanside Taproom & Provisions,https://twitter.com/kilowattbeer,https://www.facebook.com/kilowattbeer,https://www.instagram.com/kilowattbeer/,186848,33.1957975,-117.3802268,406 Mission Avenue,Oceanside,California,US,False,True,True,True,True,False
136,Bay City Brewing Co.,Bay City Brewing Co.,https://twitter.com/baycitybrewing,https://www.facebook.com/baycitybrewingco/,https://www.instagram.com/explore/locations/773701425/,220274,32.7579949,-117.2118382,3760 Hancock St.,San Diego,California,US,True,True,False,True,True,False
137,Bay City Brewing Co.,Bay City Brewing Co. East Village Tap Room,https://twitter.com/baycitybrewing,https://www.facebook.com/baycitybrewingco/,https://www.instagram.com/explore/locations/773701425/,220274,32.711992,-117.157103,627 8th Avenue ,San Diego,California,US,False,True,True,False,True,False
138,Thr3e Punk Ales Brewing,Thr3e Punk Ales Brewing Co.,https://twitter.com/Thr3ePunkAles,https://www.facebook.com/3PunkAles,https://www.instagram.com/thr3epunkales_brewing/,187071,32.6428453,-117.0801721,259 3rd Ave,Chula Vista,California,US,True,True,False,True,True,False
139,Division 23 Brewing,Division 23 taproom,https://twitter.com/Division23brew,https://www.facebook.com/division23brewing,https://www.instagram.com/division23brewing/,192865,32.890339,-117.162898,7408 Trade Street,San Diego,California,US,True,True,False,True,True,False
140,Viewpoint Brewing Co.,Viewpoint Brewing Co.,,https://www.facebook.com/ViewpointBrewing/,https://www.instagram.com/viewpointbrewingco/,351011,32.9700036,-117.261944,2201 San Dieguito Drive,Del Mar,California,US,True,True,True,False,True,False
141,Viewpoint Brewing Co.,Surf Cup Sports Park,,https://www.facebook.com/ViewpointBrewing/,https://www.instagram.com/viewpointbrewingco/,351011,32.9802497,-117.2257747,14555 El Camino Real,Del Mar,California,US,False,False,False,False,False,False
142,Helix Brewing Co.,HELIX BREWING CO + SOURWORX,https://twitter.com/HelixBrewingCo/,https://www.facebook.com/helixbrewingco/,https://www.instagram.com/helixbrewingco/,68070,32.7720011,-117.0233528,8101 Commercial Street,La Mesa,California,US,True,True,False,True,True,False
143,Two Roots Brewing Company,Two Roots Brewing Company,https://twitter.com/tworootsbrewing,https://www.facebook.com/TwoRootsBrewing/,https://www.instagram.com/tworootsbrewingcompany,42303,32.7458569,-117.2490133,"5640 Kearny Mesa Rd, Suite C & N",San Diego,California,US,True,True,False,False,True,False
144,The Hop Concept,"The Hop Concept, Cardiff Confessional",https://twitter.com/TheHopConcept,https://www.facebook.com/TheHopConcept/,https://www.instagram.com/thehopconcept/,172284,33.0221861,-117.282216,2007 San Elijo Ave,Cardiff,California,US,True,True,False,False,True,False
145,The Hop Concept,"The Hop Concept, San Marcos",https://twitter.com/TheHopConcept,https://www.facebook.com/TheHopConcept/,https://www.instagram.com/thehopconcept/,172284,33.1416847,-117.1492963,"155 Mata Way, Suite 104",San Marcos,California,US,False,True,False,True,True,False
146,Mikkeller Brewing San Diego,Mikkeller Brewing San Diego,https://twitter.com/mikkellersd,https://www.facebook.com/mikkellersandiego/,https://www.instagram.com/mikkellersd/,264526,32.8921249,-117.1440842,9368 Cabot Drive,San Diego,California,US,True,True,False,True,True,False
147,Mikkeller Brewing San Diego,Mikkeller Little Italy,https://twitter.com/mikkellersd,https://www.facebook.com/mikkellersandiego/,https://www.instagram.com/mikkellersd/,264526,32.7257135,-117.1690219,2021 India St,San Diego,California,US,True,True,False,False,True,False
148,Jamul Brewing Co.,Production only. No taproom.,https://twitter.com/JamulBrewCo,https://www.facebook.com/JamulBrewingCo,,78534,32.709895,-116.877454, ,Jamul,California,US,False,False,False,False,False,False
149,Flagship Cruises & Events,Flagship Cruises Ticket Booth & Boat Departures,https://twitter.com/FlagshipSD,https://www.facebook.com/FlagshipSD,https://www.instagram.com/flagshipsd/,,32.7165237,-117.1734925,990 North Harbor Drive,San Diego,California,US,False,False,False,False,False,False
150,Home Brewing Co,Home Brewing Co,https://twitter.com/homebrewerSD,https://www.facebook.com/homebrewingco,http://instagram.com/homebrewingco,185483,32.755089,-117.130994,"2911 El Cajon Blvd, Ste 2",SAN DIEGO,California,US,True,True,False,False,True,False
151,Wild Barrel Brewing,Wild Barrel Brewing,https://twitter.com/WildBarrelBrew,https://www.facebook.com/wildbarrelbrewing,https://www.instagram.com/wildbarrelbrewing/,362472,33.140147,-117.145759,692 Rancheros Drive,San Marcos,California,US,True,True,False,True,True,False
152,Wild Barrel Brewing,Wild Barrel Brewing Temecula,https://twitter.com/WildBarrelBrew,https://www.facebook.com/wildbarrelbrewing,https://www.instagram.com/wildbarrelbrewing/,362472,33.5228564,-117.1510405,"41493 Margarita Rd, Suite 106 A & B",Temecula,California,US,False,False,False,False,False,False
153,Bagby Beer Company,Bagby Beer Company,https://twitter.com/bagbybeer,https://www.facebook.com/pages/Bagby-Beer/339998926074820,http://instagram.com/bagbybeer,154817,33.189225,-117.374257,601 South Coast Highway,Oceanside,California,US,True,True,True,False,True,False
154,Rough Draft Brewing Company,Rough Draft tasting room,https://twitter.com/RoughDraftBrew,https://www.facebook.com/RoughDraftBrew,,25885,32.8834869,-117.1717856,8830 Rehco Road,San Diego,California,US,True,True,True,False,True,False
155,Rough Draft Brewing Company,Rough Draft Pub - UCSD,https://twitter.com/RoughDraftBrew,https://www.facebook.com/RoughDraftBrew,,25885,32.8756502,-117.2224578,3869 Miramar St.,La Jolla,California,US,True,True,False,True,True,False
156,Dos Desperados Brewery,Dos Desperados Tasting Room,https://twitter.com/dosdesperados,https://www.facebook.com/dosdesperadosbrew/,https://www.instagram.com/dosdesperadosbrew/,117526,33.1373145,-117.1935382,1241 Linda Vista Drive,San Marcos,California,US,True,True,False,True,True,False
157,Dos Desperados Brewery,Dos Desperados Brewery & Tasting Room,https://twitter.com/dosdesperados,https://www.facebook.com/dosdesperadosbrew/,https://www.instagram.com/dosdesperadosbrew/,117526,33.1369175,-117.1934247,1241 Linda Vista Drive,San Marcos,California,US,False,False,False,False,False,False
158,Amplified Ale Works,Amplified Ale Works,https://twitter.com/amplifiedales,https://www.facebook.com/ckpacificbeach,http://instagram.com/AMPLIFIEDALES,30765,32.8866311,-117.1571274,"9030 Kenamar Drive, Suite 309",San Diego,California,US,True,True,False,False,True,False
159,Amplified Ale Works,Amplified Ale Works,https://twitter.com/amplifiedales,https://www.facebook.com/ckpacificbeach,http://instagram.com/AMPLIFIEDALES,30765,32.791766,-117.2543247,4150 Mission Boulevard #208,San Diego,California,US,True,True,True,False,True,False
160,Amplified Ale Works,Thunderhawk Alements,https://twitter.com/amplifiedales,https://www.facebook.com/ckpacificbeach,http://instagram.com/AMPLIFIEDALES,30765,32.8957913,-117.1374768,8675  Miralani Dr Ste 100,San Diego,California,US,False,False,False,False,False,False
161,Amplified Ale Works,Amplified Kitchen + Beer Garden East Village,https://twitter.com/amplifiedales,https://www.facebook.com/ckpacificbeach,http://instagram.com/AMPLIFIEDALES,30765,32.7102832,-117.1517051,1429 Island Ave,San Diego,California,US,False,False,False,False,False,False
162,Amplified Ale Works,Amplified Ale Works Kitchen + Beer Garden,https://twitter.com/amplifiedales,https://www.facebook.com/ckpacificbeach,http://instagram.com/AMPLIFIEDALES,30765,32.7102832,-117.1517051,1429 Island Ave,San Diego,California,US,True,True,True,False,True,False
163,Eppig Brewing,The Home Brewer,https://twitter.com/EppigBrewing,https://www.facebook.com/eppigbrewing/,https://www.instagram.com/eppigbrewing/,304405,32.755089,-117.130994,2911 El Cajon Blvd,San Diego,California,US,False,False,False,False,False,False
164,Eppig Brewing,Eppig Brewing- Waterfront Biergarten,https://twitter.com/EppigBrewing,https://www.facebook.com/eppigbrewing/,https://www.instagram.com/eppigbrewing/,304405,32.7229105,-117.2286729,2817 Dickens St,San Diego,California,US,True,True,True,False,True,False
165,Eppig Brewing,Eppig Brewery & Bierhalle,https://twitter.com/EppigBrewing,https://www.facebook.com/eppigbrewing/,https://www.instagram.com/eppigbrewing/,304405,33.1357718,-117.2336363,"1347 Keystone Way, Suite C",Vista,California,US,True,True,True,True,True,False
166,Oggi's Sports | Brewhouse | Pizza ,Oggi's Sports | Brewhouse | Pizza Carmel Mountain Ranch,https://twitter.com/Oggis,https://www.facebook.com/oggissportsbrewhousepizza/,https://www.instagram.com/oggispizza/,1699,32.9655214,-117.089843,10155 Rancho Carmel Drive,San Diego,California,US,False,True,True,False,True,False
167,New English Brewing Company,New English Brewing,https://twitter.com/NewEnglishBrew,https://www.facebook.com/pages/New-English-Brewing/175258044381,http://instagram.com/newenglishbrewing,1600,32.912802,-117.230807,11545 Sorrento Valley Rd. #305,San Diego,California,US,True,True,True,True,True,False
168,Booze Brothers Brewing Co.,Booze Brothers Brewing Co.,https://twitter.com/boozebrosbrew,https://www.facebook.com/boozebrosbrew,http://instagram.com/boozebros,19415,33.148172,-117.218047,"2545 Progress St., Suite D",Vista,California,US,True,True,True,True,True,False
169,Booze Brothers Brewing Co.,Owl Farm / Booze Brothers Brewing Co.,https://twitter.com/boozebrosbrew,https://www.facebook.com/boozebrosbrew,http://instagram.com/boozebros,19415,33.148182,-117.2181424,2545 Progress St.,Vista,California,US,False,False,False,False,False,False
170,Ocean Beach Brewery,Ocean Beach Brewery,https://twitter.com/obbrewery,https://www.facebook.com/obbrewingco/,https://www.instagram.com/obbrewery/,281061,32.7473097,-117.2521804,5041 Newport Ave,San Diego,California,US,True,True,True,False,False,False
171,Novo Brazil Brewing Co.,Novo Brazil Brewing Co.,https://twitter.com/novobrazilbrew,https://www.facebook.com/novobrazilbrewing/,https://www.instagram.com/novobrazil/,197952,32.6520158,-116.9614181,901 Lane Ave.,Chula Vista,California,US,True,True,False,True,True,False
172,The Lost Abbey,"The Lost Abbey, Cardiff Confessional",https://twitter.com/lostabbey,https://www.facebook.com/port.lostabbey,http://instagram.com/lostabbey,2712,33.0221861,-117.282216,2007 San Elijo Ave,Encinitas,California,US,True,True,False,False,True,False
173,The Lost Abbey,"The Lost Abbey, San Marcos",https://twitter.com/lostabbey,https://www.facebook.com/port.lostabbey,http://instagram.com/lostabbey,2712,33.1416273,-117.1492671,"155 Mata Way, Ste #104",San Marcos,California,US,False,True,False,True,True,False
174,Duck Foot Brewing Co.,Duck Foot Brewing Co. Taproom & Brewery | Miramar,https://twitter.com/duckfootbeer,https://www.facebook.com/DuckFootBeer/,https://www.instagram.com/duckfootbeer/,105084,32.8854988,-117.1563922,"8920 Kenamar Drive, Suite #210",San Diego,California,US,True,True,False,False,True,False
175,Duck Foot Brewing Co.,Duck Foot Taproom & Kitchen | East Village,https://twitter.com/duckfootbeer,https://www.facebook.com/DuckFootBeer/,https://www.instagram.com/duckfootbeer/,105084,32.7108972,-117.1541951,550 Park Blvd Ste 2104,San Diego,California,US,False,False,False,False,False,False
176,Duck Foot Brewing Co.,Duck Foot Brewing Co. Taproom & Kitchen | East Village,https://twitter.com/duckfootbeer,https://www.facebook.com/DuckFootBeer/,https://www.instagram.com/duckfootbeer/,105084,32.7108972,-117.1541951,550 Park Boulevard Ste 2104,San Diego,California,US,True,True,True,False,True,False
177,Duck Foot Brewing Co.,Beachside Bar & Grill,https://twitter.com/duckfootbeer,https://www.facebook.com/DuckFootBeer/,https://www.instagram.com/duckfootbeer/,105084,33.0417019,-117.2935586,806 S Coast Hwy 101,Encinitas,California,US,False,False,False,False,False,False
178,Duck Foot Brewing Co.,Blind Lady Ale House,https://twitter.com/duckfootbeer,https://www.facebook.com/DuckFootBeer/,https://www.instagram.com/duckfootbeer/,105084,32.763498,-117.1203007,3416 Adams Ave,San Diego,California,US,False,False,False,False,False,False
179,Duck Foot Brewing Co.,SoCal SkateShop,https://twitter.com/duckfootbeer,https://www.facebook.com/DuckFootBeer/,https://www.instagram.com/duckfootbeer/,105084,33.6147431,-117.6809898,24002 Vía Fabricante #404,Mission Viejo,California,US,False,False,False,False,False,False
180,Jacked Up Brewery,Jacked Up Brewery,,https://www.facebook.com/JackedUpBrewery/,https://www.instagram.com/jackedupbrewery/,319612,33.1173091,-117.0917422,800 W Grand Avenue,Escondido,California,US,True,True,False,True,False,False
181,San Diego Brewers Guild,Valley View Casino Center,https://twitter.com/sdbrewers,https://www.facebook.com/SDBrewersGuild,https://www.instagram.com/sdbrewers,368821,32.7551821,-117.2123081,3500 Sports Arena Blvd,San Diego,California,US,False,False,False,False,False,False
182,San Diego Brewers Guild,The Abbey,https://twitter.com/sdbrewers,https://www.facebook.com/SDBrewersGuild,https://www.instagram.com/sdbrewers,368821,32.7348665,-117.1600683,2825 Fifth Ave,San Diego,California,US,False,False,False,False,False,True
183,San Diego Brewers Guild,Historic Vista Village,https://twitter.com/sdbrewers,https://www.facebook.com/SDBrewersGuild,https://www.instagram.com/sdbrewers,368821,33.202454,-117.239838,S. Citrus Ave. and E. Broadway,Vista,California,US,False,False,False,False,False,False
